,永雄,Stella,Datetime,Media,Title with link,Title,Desc,Link
191,,,2021/10/17 10:05,MedCity,Four big pharma companies team up in AI initiative focused on drug R&D,Four big pharma companies team up in AI initiative focused on drug R&D,"A new startup initiative in Israel aims to create and invest in startups that use artificial intelligence to address challenges in drug discovery and development. Called AION Labs, this innovation lab stems from an economic development effort from the Israeli government and will have contributions from AstraZeneca, Merck, Pfizer and Teva Pharmaceutical.",https://medcitynews.com/2021/10/four-big-pharma-companies-team-up-in-ai-initiative-focused-on-drug-rd/
192,,,2021/10/15 09:55,Biotech,Hologic dreams bigger for Bolder Surgical with $160M acquisition,Hologic dreams bigger for Bolder Surgical with $160M acquisition,Hologic is taking intrepid steps to build out its surgical franchise with a $160 million deal for Bolder Surgical.,https://www.fiercebiotech.com/medtech/hologic-bolder-surgical-160-million-acquisition-laparoscopic-surgery
193,,,2021/10/15 09:30,Biotech,J&J science chief Stoffels latest exec to exit—Chutes & Ladders,J&J science chief Stoffels latest exec to exit—Chutes & Ladders,J&J science leader leaving at year-end. Bayer's Parkinson's leader heads to gene therapy biotech Ensoma. Shiva Malek jumps from Genentech to Novartis.,https://www.fiercebiotech.com/biotech/chutes-ladders-j-j-science-chief-paul-stoffels-latest-c-suite-leader-to-retire
194,,,2021/10/15 09:09,Biotech,Resilience commits $30M to form new biotechs out of Harvard labs,Resilience commits $30M to form new biotechs out of Harvard labs,Manufacturing and tech shop National Resilience is committing $30 million to form new biotechs out of Harvard's labs.,https://www.fiercebiotech.com/biotech/first-moderna-then-intergalactic-and-now-harvard-resilience-commits-30m-forms-circle
195,,,2021/10/15 08:50,Biotech,Inhalable antibody tamps down COVID-19 in hamsters,Inhalable antibody tamps down COVID-19 in hamsters,An inhalable COVID drug made using a “thin freezing film” technology reduced viral load in hamsters and could be ready for clinical trials next year.,https://www.fiercebiotech.com/research/inhalable-anti-covid-19-antibody-from-tff-and-augmenta-tamps-down-viral-load-hamsters
196,,,2021/10/15 08:15,Biotech,"AstraZeneca posts rare cancer win for treme, beating Nexavar","AstraZeneca posts rare cancer win for treme, beating Nexavar","After multiple flops, AstraZeneca has reported improved survival in a phase 3 checkpoint inhibitor combination study in liver cancer patients.  ",https://www.fiercebiotech.com/biotech/astrazeneca-delivers-rare-win-for-treme-liver-cancer-bouncing-back-from-flops-to-beat-bayer
197,,,2021/10/15 07:58,MedCity,StartUPDATES: New developments from healthcare startups,StartUPDATES: New developments from healthcare startups,"Check out news from Healthmine, Marley Medical, Alloy, Culture Biosciences and more.",https://medcitynews.com/2021/10/startupdates-new-developments-from-healthcare-startups-45/
198,,,2021/10/15 07:15,Biotech,Chinese powerhouse continues charge into siRNA with Silence pact,Chinese powerhouse continues charge into siRNA with Silence pact,"Days after disclosing a siRNA pact with OliX, Hansoh has unveiled a separate gene silencing alliance with Silence Therapeutics.",https://www.fiercebiotech.com/biotech/chinese-biopharma-powerhouse-continues-charge-into-sirna-silence-r-d-pact
199,,,2021/10/15 12:12,Biotech,"Agenus cell therapy spinout MiNK inks $40M IPO for cancer, COVID","Agenus cell therapy spinout MiNK inks $40M IPO for cancer, COVID",MiNK Therapeutics inked its spot on the Nasdaq with a $40 million initial public offering on Friday to take its lead candidate through phase 1 trials.,https://www.fiercebiotech.com/biotech/agenus-cell-therapy-spin-off-mink-inks-mark-wall-street-low-end-40m-ipo-for-cancer-covid-19
200,,,2021/10/15 11:23,Biotech,NIH deals out $77M to develop 12 new rapid COVID tests,NIH deals out $77M to develop 12 new rapid COVID tests,"The new RADx awardees span home and point-of-care diagnostics, with a focus on low-cost tests to spot multiple respiratory infections within an hour.",https://www.fiercebiotech.com/medtech/nih-deals-out-77-7m-to-develop-12-new-rapid-covid-diagnostics-from-bd-quidel-and-more
201,,,2021/10/15 11:19,Biotech,Roche welcomes PathAI into its open digital pathology initiative,Roche welcomes PathAI into its open digital pathology initiative,Roche has tapped PathAI for a collaboration that looks to merge AI programs with its digital pathology work.,https://www.fiercebiotech.com/medtech/roche-pathai-digital-pathology-cancer-artificial-intelligence
202,,,2021/10/15 10:20,Biotech,Greenwood takes the top job at Kojin Therapeutics,Greenwood takes the top job at Kojin Therapeutics,Kojin Therapeutics nabs Luba Greenwood to lead its startup and run an all-woman leadership team.,https://www.fiercebiotech.com/biotech/luba-greenwood-takes-top-job-at-kojin-therapeutics-leading-all-woman-biotech-c-suite
203,,,2021/10/15 10:05,Biotech,FDA recalls Abbott COVID tests at risk of false positives,FDA recalls Abbott COVID tests at risk of false positives,Abbott identified an issue with the software used by lab equipment to process swab samples for testing with two of its Alinity m assays.,https://www.fiercebiotech.com/medtech/fda-adds-class-i-recall-label-to-abbott-alinity-covid-tests-high-risk-false-positives
204,,,2021/10/14 09:25,Biotech,"COVID testing, turnarounds still uneven this far into pandemic","COVID testing, turnarounds still uneven this far into pandemic","Labs of all stripes are facing worker shortages just like restaurants, though many are no longer hamstrung by supply bottlenecks.",https://www.fiercebiotech.com/medtech/covid-testing-turnaround-times-are-still-uneven-far-into-pandemic
205,,,2021/10/14 09:05,Biotech,Omega taps Stanford to find targets for genome-tuning tech,Omega taps Stanford to find targets for genome-tuning tech,"Having pulled off a $126 million IPO, the epigenomic specialist has teamed up with Stanford University School of Medicine to find eye disease targets.",https://www.fiercebiotech.com/biotech/omega-eyeing-new-uses-for-genome-tuning-tech-taps-stanford-to-find-ocular-disease-targets
206,,,2021/10/14 08:15,Biotech,OnKure sets Diamond in C-suite ahead of Pfizer drug combo trial,OnKure sets Diamond in C-suite ahead of Pfizer drug combo trial,"OnKure has put another piece of its C-suite in place, hiring Jennifer Diamond as chief medical officer to support oncology clinical development.",https://www.fiercebiotech.com/biotech/onkure-sets-diamond-c-suite-ahead-pfizer-drug-combo-trial
207,,,2021/10/14 08:00,Biotech,"Digital trials peaked amid COVID, but benefits mixed bag: survey","Digital trials peaked amid COVID, but benefits mixed bag: survey","Decentralized clinical trial uptake leaped nearly 60% during the pandemic, but less than 60% of clinical R&D leaders said patient retention improved.",https://www.fiercebiotech.com/cro/decentralized-clinical-trials-skyrocketed-during-pandemic-but-patient-experience-mixed-bag
208,,,2021/10/14 19:39,MedCity,"Jefferson Health, CommonSpirit Health CEOs to retire","Jefferson Health, CommonSpirit Health CEOs to retire","CommonSpirit Health CEO Lloyd Dean is retiring next summer, while Jefferson Health CEO Dr. Stephen Klasko will step down at the end of the year. The longtime leaders have led their respective systems through several highs and lows, including the turbulent first 18 months of the Covid-19 pandemic. ",https://medcitynews.com/2021/10/jefferson-health-commonspirit-health-ceos-to-retire/
209,,,2021/10/14 19:31,MedCity,Proscia touts study showing digital pathology software detected melanoma ,Proscia touts study showing digital pathology software detected melanoma ,The startup shared results of a prospective study showing its deep learning software detected melanoma with 93% sensitivity and 91% specificity. ,https://medcitynews.com/2021/10/proscia-touts-study-showing-digital-pathology-software-detected-melanoma/
210,,,2021/10/14 07:10,Biotech,Malek jumps ship to run Novartis' NIBR oncology unit,Malek jumps ship to run Novartis' NIBR oncology unit,"The Novartis Institutes for BioMedical Research's oncology department has poached Genentech’s Shiva Malek, Ph.D., to help lead its cancer research.",https://www.fiercebiotech.com/biotech/after-15-years-helping-lead-early-cancer-research-at-genentech-shiva-malek-jumps-ship-to
211,,,2021/10/14 07:00,Biotech,"Restore your ABCs: Rectify nabs $100M, Vertex founding scientist","Restore your ABCs: Rectify nabs $100M, Vertex founding scientist","Formed by Vertex founding scientist Jonathan Moore, Rectify gets $100 million series A to rectify ABC transporters for genetic diseases.",https://www.fiercebiotech.com/biotech/rectify-s-work-abcs-lands-100m-series-a-vertex-founding-scientist
212,,,2021/10/14 18:44,MedCity,INVEST DH Pitch Perfect winner spotlight: EHR-integrated Navimize wants to cut down a key patient pain point,INVEST DH Pitch Perfect winner spotlight: EHR-integrated Navimize wants to cut down a key patient pain point,"The startup, which won a Pitch Perfect contest at MedCity INVEST Digital Health, offers a solution that integrates with EHRs to predict wait times in doctors’ offices and texts patients in real time to let them know what to expect. This virtual waiting room can help increase efficiency and improve patient experience. ",https://medcitynews.com/2021/10/invest-dh-pitch-perfect-winner-spotlight-ehr-integrated-navimize-wants-to-cut-down-on-a-key-patient-pain-point/
213,,,2021/10/14 16:35,MedCity,"Tentarix Bio unveils $50M for biologics with multiple functions, multiple targets","Tentarix Bio unveils $50M for biologics with multiple functions, multiple targets",Biotech startup Tentarix Biotherapeutics has come out of stealth with $50 million and technology that develops biologic drugs endowed with multiple functions. The company aims to develop new multispecific biologic drugs for cancer and autoimmune diseases.,https://medcitynews.com/2021/10/tentarix-bio-unveils-50m-for-biologics-with-multiple-functions-multiple-targets/
214,,,2021/10/14 16:00,MedCity,What a platform for employee healthcare management including for mental health should look like,What a platform for employee healthcare management including for mental health should look like,"Employers today realize they must give workers choices to support their whole being, including resources to meet their psychological needs. Fortunately, digital health management platforms bring together robust offerings that evolve as health needs change.",https://medcitynews.com/2021/10/heres-what-a-platform-for-employee-healthcare-management-for-mental-health-employers-are-expanding-access-to-mental-health-management-options/
215,,,2021/10/14 15:58,MedCity,"Walgreens doubles down on VillageMD investment, plans broader health strategy","Walgreens doubles down on VillageMD investment, plans broader health strategy","Walgreens plans to invest a total of $5.2 billion in VillageMD, up from its original plans to buy a $1 billion stake in the primary care company. It’s part of a broader consumer health strategy Walgreens plans to use to grow its business in the future. ",https://medcitynews.com/2021/10/walgreens-doubles-down-on-villagemd-investment-plans-broader-health-strategy/
