,Datetime,Media,Title,Desc,Link
241,2021-10-15 2:50 PM,MedCity,"Mayo, Kaiser, Medically Home launch advocacy effort to extend hospital-at-home flexibilities","Eleven health systems have joined the coalition, which aims to extend and expand the existing federal hospital-at-home waivers and create an advanced acute care-at-home delivery model at the Center for Medicare & Medicaid Innovation.","<a href=https://medcitynews.com/2021/10/mayo-kaiser-medically-home-launch-advocacy-effort-to-extend-hospital-at-home-flexibilities/ target=""_blank""><div>Link</div></a>"
242,2021-10-15 12:41 PM,MedCity,"Resilience turns to Harvard for biologics manufacturing tech, inks 5-year R&D pact",Biomanufacturing technologies company Resilience is partnering with Harvard in a deal that could see innovations from the university’s labs commercialized under new businesses. Resilience has committed $30 million in funding to support Harvard biomanufacturing research.,"<a href=https://medcitynews.com/2021/10/resilience-turns-to-harvard-for-biologics-manufacturing-tech-inks-5-year-rd-pact/ target=""_blank""><div>Link</div></a>"
243,2021-10-15 12:12 PM,Biotech,"Agenus cell therapy spinout MiNK inks $40M IPO for cancer, COVID",MiNK Therapeutics inked its spot on the Nasdaq with a $40 million initial public offering on Friday to take its lead candidate through phase 1 trials.,"<a href=https://www.fiercebiotech.com/biotech/agenus-cell-therapy-spin-off-mink-inks-mark-wall-street-low-end-40m-ipo-for-cancer-covid-19 target=""_blank""><div>Link</div></a>"
244,2021-10-15 11:23 AM,Biotech,NIH deals out $77M to develop 12 new rapid COVID tests,"The new RADx awardees span home and point-of-care diagnostics, with a focus on low-cost tests to spot multiple respiratory infections within an hour.","<a href=https://www.fiercebiotech.com/medtech/nih-deals-out-77-7m-to-develop-12-new-rapid-covid-diagnostics-from-bd-quidel-and-more target=""_blank""><div>Link</div></a>"
245,2021-10-15 11:19 AM,Biotech,Roche welcomes PathAI into its open digital pathology initiative,Roche has tapped PathAI for a collaboration that looks to merge AI programs with its digital pathology work.,"<a href=https://www.fiercebiotech.com/medtech/roche-pathai-digital-pathology-cancer-artificial-intelligence target=""_blank""><div>Link</div></a>"
246,2021-10-15 10:20 AM,Biotech,Greenwood takes the top job at Kojin Therapeutics,Kojin Therapeutics nabs Luba Greenwood to lead its startup and run an all-woman leadership team.,"<a href=https://www.fiercebiotech.com/biotech/luba-greenwood-takes-top-job-at-kojin-therapeutics-leading-all-woman-biotech-c-suite target=""_blank""><div>Link</div></a>"
247,2021-10-15 10:05 AM,Biotech,FDA recalls Abbott COVID tests at risk of false positives,Abbott identified an issue with the software used by lab equipment to process swab samples for testing with two of its Alinity m assays.,"<a href=https://www.fiercebiotech.com/medtech/fda-adds-class-i-recall-label-to-abbott-alinity-covid-tests-high-risk-false-positives target=""_blank""><div>Link</div></a>"
248,2021-10-14 9:25 AM,Biotech,"COVID testing, turnarounds still uneven this far into pandemic","Labs of all stripes are facing worker shortages just like restaurants, though many are no longer hamstrung by supply bottlenecks.","<a href=https://www.fiercebiotech.com/medtech/covid-testing-turnaround-times-are-still-uneven-far-into-pandemic target=""_blank""><div>Link</div></a>"
249,2021-10-14 9:05 AM,Biotech,Omega taps Stanford to find targets for genome-tuning tech,"Having pulled off a $126 million IPO, the epigenomic specialist has teamed up with Stanford University School of Medicine to find eye disease targets.","<a href=https://www.fiercebiotech.com/biotech/omega-eyeing-new-uses-for-genome-tuning-tech-taps-stanford-to-find-ocular-disease-targets target=""_blank""><div>Link</div></a>"
250,2021-10-14 8:15 AM,Biotech,OnKure sets Diamond in C-suite ahead of Pfizer drug combo trial,"OnKure has put another piece of its C-suite in place, hiring Jennifer Diamond as chief medical officer to support oncology clinical development.","<a href=https://www.fiercebiotech.com/biotech/onkure-sets-diamond-c-suite-ahead-pfizer-drug-combo-trial target=""_blank""><div>Link</div></a>"
251,2021-10-14 8:06 AM,MedCity,Atlas Venture-incubated Rectify lands $100M to transport drug hunt to new grounds,Rectify Pharmaceuticals is taking an approach to disease that led to a successful franchise of Vertex Pharmaceutical lung drugs and expanding it to more diseases in more organs in the body. The startup has launched with $100 million in financing.,"<a href=https://medcitynews.com/2021/10/atlas-venture-incubated-rectify-lands-100m-to-transport-drug-hunt-to-new-grounds/ target=""_blank""><div>Link</div></a>"
252,2021-10-14 8:00 AM,Biotech,"Digital trials peaked amid COVID, but benefits mixed bag: survey","Decentralized clinical trial uptake leaped nearly 60% during the pandemic, but less than 60% of clinical R&D leaders said patient retention improved.","<a href=https://www.fiercebiotech.com/cro/decentralized-clinical-trials-skyrocketed-during-pandemic-but-patient-experience-mixed-bag target=""_blank""><div>Link</div></a>"
253,2021-10-14 7:39 PM,MedCity,"Jefferson Health, CommonSpirit Health CEOs to retire","CommonSpirit Health CEO Lloyd Dean is retiring next summer, while Jefferson Health CEO Dr. Stephen Klasko will step down at the end of the year. The longtime leaders have led their respective systems through several highs and lows, including the turbulent first 18 months of the Covid-19 pandemic. ","<a href=https://medcitynews.com/2021/10/jefferson-health-commonspirit-health-ceos-to-retire/ target=""_blank""><div>Link</div></a>"
254,2021-10-14 7:31 PM,MedCity,Proscia touts study showing digital pathology software detected melanoma ,The startup shared results of a prospective study showing its deep learning software detected melanoma with 93% sensitivity and 91% specificity. ,"<a href=https://medcitynews.com/2021/10/proscia-touts-study-showing-digital-pathology-software-detected-melanoma/ target=""_blank""><div>Link</div></a>"
255,2021-10-14 7:30 AM,MedCity,CEO of b.well Connected Health talks about how a near-fatal medical error inspired the company’s launch,Kristen Valdes explained that the company provides a healthcare digital transformation platform for health systems and also offers services for self-insured employers.,"<a href=https://medcitynews.com/2021/10/ceo-of-b-well-connected-health-talks-about-how-a-near-fatal-medical-error-inspired-the-companys-launch/ target=""_blank""><div>Link</div></a>"
256,2021-10-14 7:10 AM,Biotech,Malek jumps ship to run Novartis' NIBR oncology unit,"The Novartis Institutes for BioMedical Research's oncology department has poached Genentech’s Shiva Malek, Ph.D., to help lead its cancer research.","<a href=https://www.fiercebiotech.com/biotech/after-15-years-helping-lead-early-cancer-research-at-genentech-shiva-malek-jumps-ship-to target=""_blank""><div>Link</div></a>"
257,2021-10-14 7:00 AM,Biotech,"Restore your ABCs: Rectify nabs $100M, Vertex founding scientist","Formed by Vertex founding scientist Jonathan Moore, Rectify gets $100 million series A to rectify ABC transporters for genetic diseases.","<a href=https://www.fiercebiotech.com/biotech/rectify-s-work-abcs-lands-100m-series-a-vertex-founding-scientist target=""_blank""><div>Link</div></a>"
258,2021-10-14 6:44 PM,MedCity,INVEST DH Pitch Perfect winner spotlight: EHR-integrated Navimize wants to cut down a key patient pain point,"The startup, which won a Pitch Perfect contest at MedCity INVEST Digital Health, offers a solution that integrates with EHRs to predict wait times in doctors’ offices and texts patients in real time to let them know what to expect. This virtual waiting room can help increase efficiency and improve patient experience. ","<a href=https://medcitynews.com/2021/10/invest-dh-pitch-perfect-winner-spotlight-ehr-integrated-navimize-wants-to-cut-down-on-a-key-patient-pain-point/ target=""_blank""><div>Link</div></a>"
259,2021-10-14 2:31 PM,Biotech,Seasoned executive team launches Tentarix with $50M,Industry vets from Eli Lilly and more are ready for the next venture: launching Tentarix Biotherapeutics with a $50 million series A fundraising.,"<a href=https://www.fiercebiotech.com/biotech/stacked-cohort-industry-vets-set-to-launch-biotech-tentarix-biotherapeutics-50m-series-a target=""_blank""><div>Link</div></a>"
260,2021-10-14 12:24 PM,Biotech,Cue Health reups NBA COVID testing contract,"For the third NBA season in a row, Cue Health is hoping to lead the league in assists as its go-to COVID-19 testing company.","<a href=https://www.fiercebiotech.com/medtech/cue-health-snags-rebound-re-upping-nba-covid-testing-contract-for-another-season target=""_blank""><div>Link</div></a>"
261,2021-10-14 11:27 AM,Biotech,Exscientia AI spots which therapies work in blood cancer study,"At its core, the method follows a basic idea: take a test to see if the drug will work before it’s given. But AI has scaled up clinicians' efforts.","<a href=https://www.fiercebiotech.com/medtech/exscientia-ai-artificial-intelligence-study-results-blood-cancer-hematology-oncology target=""_blank""><div>Link</div></a>"
262,2021-10-14 10:40 AM,Biotech,Laborie acquires Pelvalon and its fecal incontinence device,"For its fourth acquisition in as many years, Laborie Medical Technologies has opted to build out its gastroenterology offerings.","<a href=https://www.fiercebiotech.com/medtech/laborie-expands-gi-profile-acquisition-pelvalon-and-its-female-fecal-incontinence-device target=""_blank""><div>Link</div></a>"
263,2021-10-14 10:22 AM,Biotech,Protein that manipulates gene expression could steer RSV drugs,New findings shed light on how the NS1 protein lurks into the cell nucleus to undermine the body's ability to off the common virus RSV.,"<a href=https://www.fiercebiotech.com/research/protein-manipulates-gene-expression-inside-nucleus-could-steer-new-rsv-drugs-vaccines target=""_blank""><div>Link</div></a>"
264,2021-10-14 10:05 AM,Biotech,Sanofi tries to quiet naysayers with data on Principia MS drug,"Tolebrutinib reduced multiple sclerosis disease activity seen on MRI scans from the patients in the trial at the 48-week point, Sanofi reported.","<a href=https://www.fiercebiotech.com/biotech/sanofi-tolebrutinib-extension-data-analyst-reaction-multiple-sclerosis-candidate target=""_blank""><div>Link</div></a>"
265,2021-10-13 9:00 AM,MedCity,CMS delays enforcement of Payer-to-Payer data exchange,The current delay is specific to one part of the law that needed rework; it should not be seen as an indicator that interoperability will not happen.,"<a href=https://medcitynews.com/2021/10/cms-delays-enforcement-of-payer-to-payer-data-exchange/ target=""_blank""><div>Link</div></a>"
266,2021-10-13 8:40 AM,Biotech,"Aum bags $27M to hit cancer targets pursued by Bayer, Roche","Aum is moving on to oncology turf targeted by companies including Bayer and Roche, securing $27 million to advance inhibitors of MNK and TRK.","<a href=https://www.fiercebiotech.com/biotech/aum-bags-27m-to-hit-cancer-targets-pursued-by-bayer-roche target=""_blank""><div>Link</div></a>"
267,2021-10-13 8:00 AM,Biotech,Takeda inks another biobucks pact: $900M for Immusoft's B cells,"Takeda links arms with yet another regenerative medicine biotech, this time in an up to $900 million pact with Immusoft for cell therapies.","<a href=https://www.fiercebiotech.com/biotech/takeda-bets-up-to-900m-immusoft-s-cell-therapies-for-neurometabolic-disorders target=""_blank""><div>Link</div></a>"
268,2021-10-13 7:55 AM,Biotech,More diversity needed in breast cancer clinical trials: report,Breastcancer.org urges more diversity in breast cancer clinical trials after 4 treatments approved by the FDA in 2020 enrolled few patients of color.,"<a href=https://www.fiercebiotech.com/cro/barriers-exist-but-participation-urgent-breast-cancer-clinical-trials-report target=""_blank""><div>Link</div></a>"
269,2021-10-13 7:45 AM,Biotech,"UPDATE: CRISPR hails safety, efficacy of off-the-shelf CAR-Ts","The prospect triggered responses in 58% of patients without causing grade 3 or higher CRS, but six-month durability compared unfavorably to rivals.","<a href=https://www.fiercebiotech.com/biotech/crispr-hails-safety-efficacy-off-shelf-car-t-but-stock-slides-amid-durability-doubts target=""_blank""><div>Link</div></a>"
